piece_count,accuracy
2,1.0
3,0.9234629861982434
4,0.9111704155547083
5,0.8589582284851535
6,0.8009646025320817
7,0.7828648495173197
8,0.7660807417423218
9,0.7543572984749455
10,0.7353713625380818
11,0.7118506104859947
12,0.7097576134244873
13,0.7028427205100957
14,0.7008388101003113
15,0.685901249256395
16,0.6941614906832299
17,0.6978783335604924
18,0.6934637314503644
19,0.6981901047372804
20,0.6872731313430624
21,0.7014437482974666
22,0.701548281950292
23,0.7010485985077637
24,0.7093229676787464
25,0.7136107986501687
26,0.7262267933408874
27,0.7376781788525636
28,0.7530796841349605
29,0.7562774013551216
30,0.7912046926389312
31,0.7832652336116539
32,0.8245437307418819
