piece_count,accuracy
2,1.0
3,0.9234629861982434
4,0.9067861227601982
5,0.8461248112732763
6,0.7875290672638016
7,0.768313458262351
8,0.7438027171463525
9,0.7337811667877028
10,0.7082151486500683
11,0.6877184582236054
12,0.6880049720323183
13,0.676673751328374
14,0.6738152888273954
15,0.6655902099090677
16,0.675527950310559
17,0.6738448957339512
18,0.6634444738133897
19,0.6737367982821333
20,0.6635676716793837
21,0.6761100517570144
22,0.6738761374439767
23,0.68063117564025
24,0.6841025954946132
25,0.6938695163104612
26,0.7069932304831633
27,0.7183887667541309
28,0.7335534816941852
29,0.7384416102032683
30,0.7764893364527176
31,0.7813110676852016
32,0.8239511732638066
