piece_count,accuracy
2,1.0
3,0.8841488916771225
4,0.8032786885245902
5,0.7323855057876195
6,0.675738523813625
7,0.6726291879613856
8,0.6344086021505376
9,0.6194020818203825
10,0.58871730223763
11,0.5609767775915729
12,0.5547640675049004
13,0.5290471130003542
14,0.5297907298512625
15,0.5157219342228265
16,0.518840579710145
17,0.5094271046295035
18,0.49873503757127213
19,0.5029580612647355
20,0.4947403511371213
21,0.5067647325887588
22,0.5126307211734348
23,0.5204174228675136
24,0.5339128305582762
25,0.5457255343082115
26,0.5700921002934426
27,0.6012339550386497
28,0.6269633883704235
29,0.6535472299721005
30,0.6959617536364561
31,0.7226860898916326
32,0.7728727186537094
