train_loss,train_acc,val_loss,val_acc,epoch
1.381796304543813,0.4288085722514279,1.2866707816465723,0.4696299691089206,1
1.264184116045634,0.4772880962811526,1.2221860716774195,0.4971527218456899,2
1.2118267701466878,0.5004999979718328,1.1869087217203993,0.5146775010105835,3
1.1758968878322178,0.5161706641841901,1.1669133061435035,0.5225421477012785,4
1.1508264305326674,0.527291974948079,1.1541304262831755,0.5286556223815275,5
1.1312693978945414,0.5359137805847612,1.141389717624456,0.5345264165385191,6
1.1155317708651225,0.542970922978323,1.1300900171641197,0.5400102844333604,7
1.1029063753551906,0.5484834558346313,1.1256095646998174,0.541647508340784,8
1.0925401246282789,0.5530120132398754,1.1185753837787251,0.5452403968597673,9
1.0831083171102736,0.5574254011714693,1.1110620317605575,0.5488405236215049,10
1.074993934366438,0.561000945531542,1.109733738793448,0.5483718092740133,11
1.0675687171618145,0.5640601667964694,1.1051625690769418,0.5501664765050306,12
1.0604405213197072,0.5674041013596833,1.102245780388243,0.5522912498625392,13
1.0546986306508381,0.5698195032612928,1.098266982788112,0.5540035091471015,14
1.0492364641825358,0.572243100580867,1.095710371134631,0.5542504321509372,15
1.0443978617456224,0.5742724112474039,1.0908977767713242,0.5584067604297411,16
1.039338545507855,0.5767832737052181,1.0906703293120088,0.5576290754007229,17
1.0355991779433356,0.5779907065323209,1.0880675826463275,0.5578005824354946,18
1.0319950912528568,0.5799490654205608,1.0876523832005445,0.5581720065728673,19
1.0285793954531353,0.5813886118412512,1.0843324248294375,0.559345761864886,20
1.024465452035268,0.5830336006457685,1.084498826554204,0.5596233770888676,21
1.0216120136843787,0.5845987490264797,1.0823889915853637,0.5592153083855774,22
1.0182700500488282,0.5860740723163291,1.078128823444705,0.562041840082258,23
1.0156062968307071,0.5871087620878764,1.0790261351614683,0.5613766647426626,24
1.0125681330627865,0.5883277035468588,1.0764312912986547,0.5630304737827685,25
1.0098698203298782,0.5895719001492731,1.0759936835578685,0.5633929749984239,26
1.007401234600279,0.5908460584598909,1.0751557167072752,0.5634404300540996,27
1.0049615592426724,0.5917736366660176,1.0706125381863565,0.5657083801349462,28
1.0029623531500498,0.5928824539200416,1.070693823257811,0.5648142255814012,29
1.0011226858297984,0.5933532925266095,1.0724507067797533,0.5644408704997019,30
0.9991676263544295,0.5945146831191589,1.0695881758126788,0.565816517214934,31
0.9967518061267006,0.5953265369450934,1.0672146004621486,0.5665729002900199,32
0.9950610104666816,0.5965121162707685,1.0692317510220786,0.5646671254030692,33
0.9934607964886559,0.597021051158489,1.0635819105564939,0.5681334041413416,34
0.992042498005761,0.5977180880062306,1.065145958202284,0.5682443089081972,35
0.9899692550765143,0.5985379526869159,1.0619502112320258,0.5694411739657929,36
0.9886406326823765,0.5990716409495067,1.060895645577753,0.5695583137238941,37
0.9871100069416894,0.5997034340926791,1.0607229448829494,0.5701248401961669,38
0.9864816878901588,0.6003945949344497,1.0607723815449268,0.5695685771127598,39
0.9846380838288201,0.6008111476181204,1.0602746201049753,0.5701322561417685,40
0.9835623704062568,0.601521924081646,1.062569177191412,0.568678751792364,41
0.9825399066342247,0.6019047690323209,1.058940729590406,0.5708889652386141,42
0.9810243674384224,0.6027917587454569,1.057583944382521,0.5724554032456521,43
0.9802850269741482,0.602970134426921,1.0573172487903373,0.5711634069975721,44
0.9794477185143364,0.6033477994386033,1.0563720857324046,0.571812138527222,45
0.9776721548769209,0.6041664180133697,1.0562432701270328,0.57154578294744,46
0.9767725102371639,0.6040968449831257,1.054629798635281,0.5727798830481311,47
0.9759460428555806,0.6049044656185099,1.0556446185697874,0.5726046554474435,48
0.9752411872016059,0.604987271628375,1.0532028357730383,0.5728248964386984,49
0.974124087466134,0.6057472964531413,1.0514873249945786,0.5737263074250529,50
0.9728848044607374,0.6060657304646936,1.0555252794926484,0.5724264208906997,51
0.9725965745978885,0.6062649845048027,1.05307063551893,0.5737420558151939,52
0.9716087267133925,0.6067238776122794,1.0535710435678527,0.5725916061816546,53
0.9706798411740197,0.6069041553089305,1.0520356077789854,0.5729823579523473,54
0.9702654895782471,0.6074824648721443,1.0502358957769113,0.5734843587017104,55
0.9696108065976037,0.607934119856568,1.0499641262630555,0.5746359459133203,56
0.9688663289546967,0.6080303709923417,1.048218323712463,0.5758542290613546,57
0.9685525499714746,0.6083245838200935,1.0520340975234126,0.5736503373589212,58
0.9677399938901265,0.608416492649922,1.0482183308324715,0.5759451541513714,59
0.9666853364043766,0.608932619418484,1.0491800503519209,0.5752132394990658,60
0.9663504522111681,0.6092849871008567,1.0499968435170302,0.5740204210291456,61
0.9656256747510699,0.6092821728160696,1.0482132888491242,0.5759507622853283,62
0.9647212890783946,0.6098331572884216,1.0487889263003352,0.5758758934171566,63
0.9641646735668182,0.6099846536701713,1.050510462030209,0.5751555826208652,64
0.963616493595971,0.610304539038162,1.0489175567854794,0.5753962090671145,65
0.963086882909139,0.610632143610462,1.0481980426726487,0.576297982455339,66
0.9624706829388936,0.6109201210410176,1.0482803011510153,0.5760771509869062,67
0.9624837460252974,0.6107140000324507,1.04657698938871,0.5762602003113511,68
0.9618892576164669,0.6110830051758827,1.0438577107602012,0.5784878104465946,69
0.9615137962235345,0.6113146944768951,1.0427671890616823,0.5780655982757305,70
0.9609065585931142,0.6114477426499221,1.0459330145002632,0.5774508051914709,71
0.9603585493299697,0.6118357144016096,1.0452085460819076,0.5776598481048671,72
0.9600463000403511,0.6120483555620457,1.0462712484821932,0.5768138006505167,73
0.9593581101629469,0.6120503038194444,1.043184366852757,0.5780132053196722,74
0.9593592209815979,0.612333852544133,1.0450303538260606,0.5764682469694137,75
0.9585910762151082,0.6128157470956646,1.0459534173939415,0.5775617715246674,76
0.9580694041252136,0.6128191633404725,1.0410530300677432,0.5790204166635323,77
0.9577629646990035,0.6128332035306334,1.0434050572203288,0.5789441639519268,78
0.9573091842068566,0.6134640795366044,1.0453745924165225,0.5772008934216342,79
0.9573230190542009,0.6132513077622015,1.0426370338775193,0.5788632993616981,80
0.9568578313191731,0.6136266229393822,1.0437387494503843,0.5781509949881865,81
0.9565006110138363,0.6137708763304777,1.0443682454958712,0.5768822680184754,82
0.9564759124649895,0.6133111171956127,1.043309313445368,0.5779936132309335,83
0.9556411894427406,0.6141106945255711,1.04344702072111,0.5774251376242789,84
0.955941067536672,0.614106447543484,1.0441540646471668,0.576873265340362,85
0.9553344549338023,0.6139088598455348,1.0410834068731236,0.5789045124299531,86
0.9546864064269596,0.6142823967257268,1.0421425390975874,0.5784088768006923,87
0.954248720354504,0.6145980772975078,1.0394697545331493,0.5799342612522674,88
0.9539307343429989,0.6147103294554777,1.0392737437433757,0.5808004297061937,89
0.9542429598967235,0.6148346037772585,1.0416312596090012,0.5786424063269243,90
0.9537018814351823,0.6146622760903426,1.04388475560491,0.5778784841735549,91
0.9530448507997725,0.6152857736240913,1.0414952416061949,0.579196738466005,92
0.9531574460400475,0.6152379088785046,1.0430048219986743,0.5779274210191159,93
0.9527304532527924,0.6150751366984684,1.0392202519312654,0.5790499027430916,94
0.9519587025642395,0.6157228907061266,1.0417890296454315,0.5795281053032485,95
0.9522255057758755,0.6155187061915888,1.03918144523894,0.58010875705304,96
0.9512332882881165,0.6161141245619158,1.0389853744376643,0.5813915043576432,97
0.9517564863098992,0.6156822924779335,1.040905807815721,0.5794446577251743,98
0.951311139980952,0.6159300850207685,1.041963316881616,0.579265955823934,99
0.9512870648172167,0.6159463403751297,1.0399132582514765,0.5804954188597716,100
